lead_score,lead_reasons,name,category,address,phone,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
6,No website | No reviews,Metals Crankshaft Grinding Inc,Machine shop," 1435 E 45th St, Cleveland, OH 44103, United States",+1 216-431-5778,,False,,,machine shop,Cleveland OH,2026-06-10,https://www.google.com/maps/place/Metals+Crankshaft+Grinding+Inc/data=!4m7!3m6!1s0x8830fa47db23d62f:0x60fcd560bad36cb6!8m2!3d41.516047!4d-81.658911!16s%2Fg%2F1tj537bv!19sChIJL9Yj20f6MIgRtmzTumDV_GA
6,No website | No reviews,West Allis Machine Co Inc,Machine shop," 1900 S 70th St, Milwaukee, WI 53219, United States",+1 414-543-0355,,False,,,machine shop,Milwaukee WI,2026-06-10,https://www.google.com/maps/place/West+Allis+Machine+Co+Inc/data=!4m7!3m6!1s0x88051aa50ff6317b:0xa39a3eaa5366c17b!8m2!3d43.0098275!4d-87.999999!16s%2Fg%2F1v_0k9qx!19sChIJezH2D6UaBYgRe8FmU6o-mqM
6,No website | No reviews,Prototype Machining Co,Machine shop," 3235 N 32nd St, Milwaukee, WI 53216, United States",+1 414-444-9949,,False,,,machine shop,Milwaukee WI,2026-06-10,https://www.google.com/maps/place/Prototype+Machining+Co/data=!4m7!3m6!1s0x88051b8ac0672a09:0x484390e06d104b91!8m2!3d43.0778999!4d-87.9542253!16s%2Fg%2F1x6q2b0w!19sChIJCSpnwIobBYgRkUsQbeCQQ0g
6,No website | No reviews,"RICH LOGISTICS - DALLAS, TX",Trucking company," 4414 Irving Blvd, Dallas, TX 75247, United States",,,False,,,trucking company,Dallas TX,2026-06-10,"https://www.google.com/maps/place/RICH+LOGISTICS+-+DALLAS,+TX/data=!4m7!3m6!1s0x864e9c9bc13695c5:0xbf30807699cff490!8m2!3d32.8066751!4d-96.8924647!16s%2Fg%2F11c514jm_7!19sChIJxZU2wZucToYRkPTPmXaAML8"
6,No website | No reviews,Super Transport International,Trucking company," 9416 S Central Expy, Dallas, TX 75241, United States",,,False,,,trucking company,Dallas TX,2026-06-10,https://www.google.com/maps/place/Super+Transport+International/data=!4m7!3m6!1s0x864ebd3a70eb0a27:0xb5c56a7c8af56961!8m2!3d32.6836088!4d-96.7345543!16s%2Fg%2F11fqb4hmgz!19sChIJJwrrcDq9ToYRYWn1inxqxbU
6,No website | No reviews,Sam's Hybrid Auto Repair,Auto repair shop," 102 New Laredo Hwy, San Antonio, TX 78211, United States",+1 210-400-1000,,False,,,auto repair shop,San Antonio TX,2026-06-10,https://www.google.com/maps/place/Sam%27s+Hybrid+Auto+Repair/data=!4m7!3m6!1s0x865c59a9987d000b:0xa216b1326cec8104!8m2!3d29.3740581!4d-98.5350229!16s%2Fg%2F11c3j5cs83!19sChIJCwB9mKlZXIYRBIHsbDKxFqI
6,No website | No reviews,San Antonio Auto Center,Auto air conditioning service," 421 Fredericksburg Rd, San Antonio, TX 78201, United States",+1 210-732-9222,,False,,,auto repair shop,San Antonio TX,2026-06-10,https://www.google.com/maps/place/San+Antonio+Auto+Center/data=!4m7!3m6!1s0x865c5f3fc65ad55d:0xef70e71b14f0c655!8m2!3d29.4460986!4d-98.5082289!16s%2Fg%2F1tf8tj6w!19sChIJXdVaxj9fXIYRVcbwFBvncO8
6,No website | No reviews,JP Automotive Repair LLC,Auto repair shop," 1139 Basse Rd #4, San Antonio, TX 78212, United States",+1 210-373-3890,,False,,,auto repair shop,San Antonio TX,2026-06-10,https://www.google.com/maps/place/JP+Automotive+Repair+LLC/data=!4m7!3m6!1s0x865c5f943c37e48f:0x82dd4ca52f697a33!8m2!3d29.4888305!4d-98.501931!16s%2Fg%2F11b7d_gy4_!19sChIJj-Q3PJRfXIYRM3ppL6VM3YI
6,No website | No reviews,Certified Automotive Repair Service,Auto repair shop," 108 Nova Mae Dr, San Antonio, TX 78216, United States",+1 210-342-2222,,False,,,auto repair shop,San Antonio TX,2026-06-10,https://www.google.com/maps/place/Certified+Automotive+Repair+Service/data=!4m7!3m6!1s0x865c5fec97466f33:0xe94a74620d9e7243!8m2!3d29.4955346!4d-98.499965!16s%2Fg%2F1tnct9tm!19sChIJM29Gl-xfXIYRQ3KeDWJ0Suk
6,No website | No reviews,AA Auto Repair,Auto repair shop," 2219 Vance Jackson Rd, San Antonio, TX 78213, United States",+1 210-724-1313,,False,,,auto repair shop,San Antonio TX,2026-06-10,https://www.google.com/maps/place/AA+Auto+Repair/data=!4m7!3m6!1s0x865c5e363d9313a9:0x8e53cb343a1e9b0b!8m2!3d29.492918!4d-98.5351638!16s%2Fg%2F1hm4n5xc4!19sChIJqROTPTZeXIYRC5seOjTLU44
