lead_score,lead_reasons,name,category,address,phone,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
6,No website | No reviews,DAP Welding LLC,Welder," 6810 NW 10th St, Oklahoma City, OK 73127, United States",+1 405-819-1937,,False,,,welding shop,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/DAP+Welding+LLC/data=!4m7!3m6!1s0x87b20feab328b2ff:0xdd8777f762fb8a41!8m2!3d35.4784222!4d-97.6330317!16s%2Fg%2F11f3byxfm8!19sChIJ_7Ios-oPsocRQYr7Yvd3h90
6,No website | No reviews,"L & L Welding, Inc.",Welder," 4201 S High Ave, Oklahoma City, OK 73129, United States",+1 405-482-0432,,False,,,welding shop,Oklahoma City OK,2026-06-11,"https://www.google.com/maps/place/L+%26+L+Welding,+Inc./data=!4m7!3m6!1s0x87b2169daba28f91:0x398cbbb24fd281f!8m2!3d35.4231992!4d-97.4951328!16s%2Fg%2F1tfwkw82!19sChIJkY-iq50WsocRHyj9JLvLmAM"
6,No website | No reviews,Larry Dell's Welding and fab shop,Welder," 8305 SW 3rd St suite 102, Oklahoma City, OK 73128, United States",+1 405-520-0396,,False,,,welding shop,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Larry+Dell%27s+Welding+and+fab+shop/data=!4m7!3m6!1s0x87b20fb3cb9ac7b7:0x1fa5ca7abffb729b!8m2!3d35.4626541!4d-97.6610107!16s%2Fg%2F11h1dwkqz7!19sChIJt8eay7MPsocRm3L7v3rKpR8
6,No website | No reviews,Northwest Welding Inc,Welder," 7416 NW 83rd St STE A, Oklahoma City, OK 73132, United States",,,False,,,welding shop,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Northwest+Welding+Inc/data=!4m7!3m6!1s0x87b204f04cc9295f:0x8ea7aa27b74495a2!8m2!3d35.5555642!4d-97.6457901!16s%2Fg%2F1ts_73b7!19sChIJXynJTPAEsocRopVEtyeqp44
6,No website | No reviews,Dennis Roberts Welding,Welder," 2801 S Eastern Ave, Oklahoma City, OK 73129, United States",+1 405-672-8285,,False,,,welding shop,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/Dennis+Roberts+Welding/data=!4m7!3m6!1s0x87b21663eba450db:0x2f13fac4ad143e43!8m2!3d35.4371069!4d-97.4771906!16s%2Fg%2F1tcv6tzt!19sChIJ21Ck62MWsocRQz4UrcT6Ey8
6,No website | No reviews,M & W Welding,Welder," 2601 NE 23rd St, Oklahoma City, OK 73111, United States",+1 405-424-1482,,False,,,welding shop,Oklahoma City OK,2026-06-11,https://www.google.com/maps/place/M+%26+W+Welding/data=!4m7!3m6!1s0x87b21794830522ed:0x83f7100e7e1a3035!8m2!3d35.4934239!4d-97.4620879!16s%2Fg%2F1tzlzgmk!19sChIJ7SIFg5QXsocRNTAafg4Q94M
6,No website | No reviews,Vestal's Welding Shop,Welder," 308 S 42nd St, Kansas City, KS 66106, United States",+1 913-596-2227,,False,,,welding shop,Kansas City MO,2026-06-11,https://www.google.com/maps/place/Vestal%27s+Welding+Shop/data=!4m7!3m6!1s0x87c0f2506f5087b9:0x92c3e08dc436a1ff!8m2!3d39.0929082!4d-94.6777775!16s%2Fg%2F1v4k70tv!19sChIJuYdQb1DywIcR_6E2xI3gw5I
6,No website | No reviews,Bill Lykens & Son Weld Co Inc,Welder," 2720 Balsam Ave SW, Birmingham, AL 35211, United States",+1 205-923-2548,,False,,,welding shop,Birmingham AL,2026-06-11,https://www.google.com/maps/place/Bill+Lykens+%26+Son+Weld+Co+Inc/data=!4m7!3m6!1s0x88891e46a9d914fd:0xa10c293b91374849!8m2!3d33.4603287!4d-86.8772739!16s%2Fg%2F1tk7089d!19sChIJ_RTZqUYeiYgRSUg3kTspDKE
6,No website | No reviews,Carroll Machine & Welding Co,Welder," 501 3rd Ave W, Birmingham, AL 35204, United States",+1 205-323-2694,,False,,,welding shop,Birmingham AL,2026-06-11,https://www.google.com/maps/place/Carroll+Machine+%26+Welding+Co/data=!4m7!3m6!1s0x88891c3e63915ce1:0x4167924f898c2d04!8m2!3d33.5055807!4d-86.8431855!16s%2Fg%2F1tf0rcyh!19sChIJ4VyRYz4ciYgRBC2MiU-SZ0E
6,No website | No reviews,Pinson Machining & Welding,Welder," 1 Gilmer Industrial Park, Birmingham, AL 35215, United States",,,False,,,welding shop,Birmingham AL,2026-06-11,https://www.google.com/maps/place/Pinson+Machining+%26+Welding/data=!4m7!3m6!1s0x88890925de63b863:0xbb58fce68e4f124a!8m2!3d33.6756276!4d-86.6967589!16s%2Fg%2F1td2663p!19sChIJY7hj3iUJiYgRShJPjub8WLs
