tier,lead_score,lead_reasons,name,category,cat_fit,address,phone,phone_e164,phone_valid,whatsapp,wa_listed,business_status,has_hours,last_review,review_age_days,photos,website,has_website,formal_name,rating,reviews,search_query,search_location,scraped_date,maps_url
A,8,Sitio web (formal) | Razón social formal | Horario publicado | WhatsApp en Maps,"Colón Institute, A.C.",Bilingual school,True," C. Francisco Rojas González 130, Ladrón de Guevara, Ladron De Guevara, 44600 Guadalajara, Jal.",33 3615 0759,+523336150759,True,https://wa.me/5213336163016,True,open,True,,,,http://www.institutocolon.mx/,True,True,,,colegio privado,Guadalajara Mexico,2026-06-15,"https://www.google.com/maps/place/Col%C3%B3n+Institute,+A.C./data=!4m7!3m6!1s0x8428ae13a4214a93:0x8b53f252d723abf1!8m2!3d20.6785959!4d-103.3784939!16s%2Fg%2F1tg9hwkv!19sChIJk0ohpBOuKIQR8asj11LyU4s"
A,8,Sitio web (formal) | Horario publicado | Rating 4.9 | WhatsApp en Maps,BE STRONGER - Centro de Potencial Humano,Gym,True," Av Niños Héroes 1555, Col Americana, Moderna, 44190 Guadalajara, Jal.",33 2042 2195,+523320422195,True,https://wa.me/5213320422195,True,open,True,,,,https://bestronger.mx/,True,False,4.9,,gimnasio,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/BE+STRONGER+-+Centro+de+Potencial+Humano/data=!4m7!3m6!1s0x8428ae6c56271ed9:0xd43d2647a1fdc519!8m2!3d20.6665621!4d-103.3598883!16s%2Fg%2F11dd_prnv9!19sChIJ2R4nVmyuKIQRGcX9oUcmPdQ
A,7,Sitio web (formal) | Horario publicado | Rating 4.4 | WhatsApp en Maps,Colegio Harvest,Preschool,True," Francisco Alcocer Pozo 656, IV, 76903 Candiles, Qro.",442 135 5889,+524421355889,True,https://wa.me/5214421051691,True,open,True,,,,http://www.colegioharvest.edu.mx/,True,False,4.4,,colegio privado,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Colegio+Harvest/data=!4m7!3m6!1s0x85d344ff4e335cc9:0xb0976bbc562fd4ec!8m2!3d20.5411822!4d-100.3894747!16s%2Fg%2F11r9zrwtk!19sChIJyVwzTv9E04UR7NQvVrxrl7A
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,"IPC Financiera S.A. de C.V. SOFOM, ENR.",Financial institution,True," Calle Dia 2750, Jardines del Bosque, 44520 Guadalajara, Jal.",33 3615 5297,+523336155297,True,https://wa.me/523336155297,False,open,True,,,,http://ipcfinanciera.com/,True,True,5.0,,financiera,Guadalajara Mexico,2026-06-15,"https://www.google.com/maps/place/IPC+Financiera+S.A.+de+C.V.+SOFOM,+ENR./data=!4m7!3m6!1s0x8428ae7599a750eb:0x6a60951cbbbfc409!8m2!3d20.6640021!4d-103.3853296!16s%2Fg%2F11dynb866v!19sChIJ61CnmXWuKIQRCcS_uxyVYGo"
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.7,Gruber Administraciòn de condominios S.C,Property administration service,True," C. Río Tiber 22, Cuauhtémoc, 06500 Ciudad de México, CDMX",55 3858 9724,+525538589724,True,https://wa.me/525538589724,False,open,True,,,,https://www.gruberadministracion.com/,True,True,4.7,,administracion de condominios,Ciudad de Mexico,2026-06-15,https://www.google.com/maps/place/Gruber+Administraci%C3%B2n+de+condominios+S.C/data=!4m7!3m6!1s0x85d1f963f8c29a79:0x8ebcc325050b89ea!8m2!3d19.4328623!4d-99.1704386!16s%2Fg%2F11h_0njpjq!19sChIJeZrC-GP50YUR6okLBSXDvI4
A,6,Sitio web (formal) | Horario publicado | WhatsApp en Maps,Guadalajara Sacred Heart College,Educational institution,True," Av. Adolfo López Mateos Sur 2199, Cd del Sol, 45050 Zapopan, Jal.",33 3121 2240,+523331212240,True,https://api.whatsapp.com/send?phone=3339527335&text=Informaci%C3%B3n%20de%20inscripciones,True,open,True,,,,https://colguadalajara.edu.mx/,True,False,3.9,,colegio privado,Guadalajara Mexico,2026-06-15,https://www.google.com/maps/place/Guadalajara+Sacred+Heart+College/data=!4m7!3m6!1s0x8428add4067e6d39:0x85c08f368e5c713a!8m2!3d20.6533155!4d-103.3999487!16s%2Fg%2F1v6qhys_!19sChIJOW1-BtStKIQROnFcjjaPwIU
A,6,Sitio web (formal) | Horario publicado | WhatsApp en Maps,Motolinía International Institute,Private educational institution,True," C. Richard E. Byrd 685, Cumbres Las Palmas Residencial, 64610 Monterrey, N.L.",81 8996 3063,+528189963063,True,https://api.whatsapp.com/send?phone=5218116317429,True,open,True,,,,http://www.motolinia.edu.mx/,True,False,,,colegio privado,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Motolin%C3%ADa+International+Institute/data=!4m7!3m6!1s0x866297054d76afe5:0x9187727a25ec107d!8m2!3d25.725777!4d-100.4050971!16s%2Fg%2F1tdn4j90!19sChIJ5a92TQWXYoYRfRDsJXpyh5E
A,6,Sitio web (formal) | Horario publicado | WhatsApp en Maps,Cumbres International School Querétaro,Catholic school,True," Av. Campanario 88-Interior A, El Campanario, 76146 Santiago de Querétaro, Qro.",442 245 5670,+524422455670,True,https://wa.me/5214423442741?text=%C2%A1Hola+%C2%BFme+puedes+dar+mas+info+del+Cumbres+Quer%C3%A9taro%3F,True,open,True,,,,http://www.cumbresqueretaro.com/,True,False,,,colegio privado,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Cumbres+International+School+Quer%C3%A9taro/data=!4m7!3m6!1s0x85d35b5d1489b8c3:0x4db631e2f3744836!8m2!3d20.6138758!4d-100.3603286!16s%2Fg%2F1thvh8rd!19sChIJw7iJFF1b04URNkh08-Ixtk0
A,6,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.3,Kairos School of Queretaro S.C.,K-12 school,True," Av. Loma Pinal de Amoles 332, Vista Dorada, 76060 Santiago de Querétaro, Qro.",442 909 3741,+524429093741,True,https://wa.me/524429093741,False,open,True,,,,http://www.kairos.edu.mx/,True,True,4.3,,colegio privado,Queretaro Mexico,2026-06-15,https://www.google.com/maps/place/Kairos+School+of+Queretaro+S.C./data=!4m7!3m6!1s0x85d35afeeacb33ab:0xdc99cb9b8d8f7e53!8m2!3d20.59027!4d-100.3631384!16s%2Fg%2F1ptz6j795!19sChIJqzPL6v5a04URU36PjZvLmdw
A,6,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.0,Monex Grupo Financiero - Monterrey,Financial institution,True," Ave, Torre VAO, David Alfaro Siqueiros 104-local PB-A y 201, Valle Oriente, 66260 San Pedro Garza García, N.L.",81 8152 8300,+528181528300,True,https://wa.me/528181528300,False,open,True,,,,http://www.monex.com.mx/,True,True,4.0,,financiera,Monterrey Mexico,2026-06-15,https://www.google.com/maps/place/Monex+Grupo+Financiero+-+Monterrey/data=!4m7!3m6!1s0x8662be69ce1598a9:0xfaf76d8e0a86afec!8m2!3d25.6428047!4d-100.3214614!16s%2Fg%2F1trxkq2_!19sChIJqZgVzmm-YoYR7K-GCo5t9_o
