tier,lead_score,lead_reasons,name,category,cat_fit,address,phone,phone_e164,phone_valid,whatsapp,wa_listed,business_status,has_hours,last_review,review_age_days,photos,website,has_website,formal_name,rating,reviews,search_query,search_location,scraped_date,maps_url
A,8,Sitio web (formal) | Horario publicado | Rating 5.0 | WhatsApp en Maps,Century 21 Universum | Inmobiliaria,Real estate agency,True," Laguna de Términos 196, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX",55 5255 0333,+525552550333,True,https://wa.me/5215515806260,True,open,True,,,,https://www.c21universum.com/,True,False,5.0,,inmobiliaria,Ciudad de Mexico,2026-06-18,https://www.google.com/maps/place/Century+21+Universum+%7C+Inmobiliaria/data=!4m7!3m6!1s0x85d1f93d7b67428b:0x207b2aaaecb4ab1e!8m2!3d19.443905!4d-99.1848988!16s%2Fg%2F11vlhrgvtq!19sChIJi0Jnez350YURHqu07KoqeyA
A,8,Sitio web (formal) | Horario publicado | Rating 4.9 | WhatsApp en Maps,CENTURY 21 La Rambla | Inmobiliaria,Real estate agency,True," Boulevard de los Reyes #6431, Torre Natyvo 608 San Bernardino Tlaxcalancingo, 72820 San Andrés Cholula, Pue.",222 978 5081,+522229785081,True,https://wa.me/2214296020,True,open,True,,,,"https://century21larambla.com/v/resultados/layout_mapa/coordenadas_19.083371052636213,-98.22412490844727,18.96230517921475,-98.3327865600586,13/oficina_589-century-21-la-rambla_local",True,False,4.9,,inmobiliaria,Puebla Mexico,2026-06-18,https://www.google.com/maps/place/CENTURY+21+La+Rambla+%7C+Inmobiliaria/data=!4m7!3m6!1s0x85cfc76944bf0d8b:0x389ef9eb69897294!8m2!3d19.0066324!4d-98.2658242!16s%2Fg%2F11jzdbhf17!19sChIJiw2_RGnHz4URlHKJaev5njg
A,8,Sitio web (formal) | Horario publicado | Rating 4.8 | WhatsApp en Maps,Verde Olivo Inmuebles,Real estate agency,True," Avenida de las Ciencias 3015, Edificio The Village, Verde Olivo Inmuebles Piso 3 Juriquilla, Santa Fé, 76230 Santiago de Querétaro, Qro.",442 505 4066,+524425054066,True,https://wa.me/524425054066,True,open,True,,,,http://verdeolivo.com/,True,False,4.8,,inmobiliaria,Queretaro Mexico,2026-06-18,https://www.google.com/maps/place/Verde+Olivo+Inmuebles/data=!4m7!3m6!1s0x85d35758b3e95557:0x88057d26498e21af!8m2!3d20.69718!4d-100.4403169!16s%2Fg%2F11gmvg92tj!19sChIJV1Xps1hX04URryGOSSZ9BYg
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.6,Grupo Guías,Insurance company,True," Av. Homero 1015, Polanco, Polanco III Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX",55 1323 7777,+525513237777,True,https://wa.me/525513237777,False,open,True,,,,http://www.grupoguias.com/,True,True,4.6,,agencia de seguros,Ciudad de Mexico,2026-06-18,https://www.google.com/maps/place/Grupo+Gu%C3%ADas/data=!4m7!3m6!1s0x85d2020380a31e29:0x733067f3840553c5!8m2!3d19.4360815!4d-99.1979363!16s%2Fg%2F1tflmslq!19sChIJKR6jgAMC0oURxVMFhPNnMHM
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,ASF PRISMA MEXICO AGENTE DE SEGUROS Y FIANZAS SA DE CV,Insurance agency,True," Alica 60, Lomas - Virreyes, Molino del Rey, Miguel Hidalgo, 11040 Ciudad de México, CDMX",55 5925 6291,+525559256291,True,https://wa.me/525559256291,False,open,True,,,,https://asprisma.mx/,True,True,5.0,,agencia de seguros,Guadalajara Mexico,2026-06-18,https://www.google.com/maps/place/ASF+PRISMA+MEXICO+AGENTE+DE+SEGUROS+Y+FIANZAS+SA+DE+CV/data=!4m7!3m6!1s0x85d2010cca547847:0x2394465c0c17b71e!8m2!3d19.4238173!4d-99.2031109!16s%2Fg%2F11l32jbytc!19sChIJR3hUygwB0oURHrcXDFxGlCM
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.8,CI Asesores Despacho de Seguros,Insurance broker,True," C. Calderón de la Barca 188, Arcos Vallarta, 44130 Guadalajara, Jal.",33 1143 7246,+523311437246,True,https://wa.me/523311437246,False,open,True,,,,http://www.consultorintegral.com/,True,True,4.8,,agencia de seguros,Guadalajara Mexico,2026-06-18,https://www.google.com/maps/place/CI+Asesores+Despacho+de+Seguros/data=!4m7!3m6!1s0x8428ae3e22c636ef:0x4a1b03d663197f4c!8m2!3d20.6711412!4d-103.3788846!16s%2Fg%2F11b6nzdzyq!19sChIJ7zbGIj6uKIQRTH8ZY9YDG0o
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 5.0,Gutierrez y Asesores SC,Life insurance agency,True," Torcuato Tasso 420, Rincón del Bosque, Polanco V Secc, Miguel Hidalgo, 11580 Ciudad de México, CDMX",55 1101 1720,+525511011720,True,https://wa.me/525511011720,False,open,True,,,,http://www.gutierrezyasesores.com/,True,True,5.0,,agencia de seguros,Monterrey Mexico,2026-06-18,https://www.google.com/maps/place/Gutierrez+y+Asesores+SC/data=!4m7!3m6!1s0x85d1ff534c52f843:0x2c430f445cd995f7!8m2!3d19.430557!4d-99.183353!16s%2Fg%2F1vc824kt!19sChIJQ_hSTFP_0YUR95XZXEQPQyw
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.8,Grupo Corporativo Patrimonial - Agencia de Seguros en Querétaro y Bajío,Insurance agency,True," Av Colinas del Cimatario 243, Colinas del Cimatario, 76090 Santiago de Querétaro, Qro.",442 127 2272,+524421272272,True,https://wa.me/524421272272,False,open,True,,,,https://gcp-seguros.com.mx/,True,True,4.8,,agencia de seguros,Queretaro Mexico,2026-06-18,https://www.google.com/maps/place/Grupo+Corporativo+Patrimonial+-+Agencia+de+Seguros+en+Quer%C3%A9taro+y+Baj%C3%ADo/data=!4m7!3m6!1s0x85d34490f42900d5:0x6615033cfb21ff2!8m2!3d20.5611419!4d-100.3682084!16s%2Fg%2F11hbn4rffl!19sChIJ1QAp9JBE04UR8h-yzzNQYQY
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.7,Century 21 Herrera y Asociados | Inmobiliaria,Real estate agency,True," Calz. Gral. Mariano Escobedo 373-oficina 402, Polanco, Polanco V Secc, Miguel Hidalgo, 11570 Ciudad de México, CDMX",55 5531 0115,+525555310115,True,https://wa.me/525555310115,False,open,True,,,,http://century21herrerayasociados.com/,True,True,4.7,,inmobiliaria,Ciudad de Mexico,2026-06-18,https://www.google.com/maps/place/Century+21+Herrera+y+Asociados+%7C+Inmobiliaria/data=!4m7!3m6!1s0x85d1f8ac16655555:0x751fce0209f9f59b!8m2!3d19.435731!4d-99.1831131!16s%2Fg%2F11ssf8qgln!19sChIJVVVlFqz40YURm_X5CQLOH3U
A,7,Sitio web (formal) | Razón social formal | Horario publicado | Rating 4.9,"Inmobiliaria Guadalajara En Venta, Sa De Cv",Real estate agency,True," Juan Bernardino 605, Chapalita, 44500 Guadalajara, Jal.",33 2339 7568,+523323397568,True,https://wa.me/523323397568,False,open,True,,,,http://www.inmobiliariaguadalajaraenventa.com/,True,True,4.9,,inmobiliaria,Guadalajara Mexico,2026-06-18,"https://www.google.com/maps/place/Inmobiliaria+Guadalajara+En+Venta,+Sa+De+Cv/data=!4m7!3m6!1s0x8428ae7f6c4f97e9:0xfaf2e2320eba04b!8m2!3d20.6682269!4d-103.3965544!16s%2Fg%2F1233pfq2f!19sChIJ6ZdPbH-uKIQRS6DrICMurw8"
