lead_score,lead_reasons,name,category,address,phone,phone_e164,phone_valid,whatsapp,business_status,last_review,website,has_website,rating,reviews,search_query,search_location,scraped_date,maps_url
6,No website | No reviews,Fletes y Mudanzas local y foráneos,Moving service," Calle Atlixco, Juan de la Barrera 14, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX",55 2090 2639,+525520902639,True,https://wa.me/525520902639,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Fletes+y+Mudanzas+local+y+for%C3%A1neos/data=!4m7!3m6!1s0x85d1ffc6028d700d:0x4fa51fdbc9ad304a!8m2!3d19.4150202!4d-99.1726377!16s%2Fg%2F11rjvlk5jl!19sChIJDXCNAsb_0YURSjCtydsfpU8
6,No website | No reviews,FLETES Y MUDANZAS CDMX,Moving service," PONIENTE 125 A. 130, INT. 5 PB. COL. NONOALCO, Mixcoac, Benito Juárez, 03910 Ciudad de México, CDMX",55 5563 7027,+525555637027,True,https://wa.me/525555637027,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/FLETES+Y+MUDANZAS+CDMX/data=!4m7!3m6!1s0x85d201e4c86ff9af:0x38d576936547cccb!8m2!3d19.372491!4d-99.1944821!16s%2Fg%2F11rbstcbwx!19sChIJr_lvyOQB0oURy8xHZZN21Tg
6,No website | No reviews,Mudanzas y Transportes en Miguel Hidalgo,Moving service," Felipe Carrillo Puerto 403, Tacuba, Miguel Hidalgo, 11410 Ciudad de México, CDMX",55 1684 1501,+525516841501,True,https://wa.me/525516841501,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Mudanzas+y+Transportes+en+Miguel+Hidalgo/data=!4m7!3m6!1s0x85d1f9709dc98dad:0x3a18c1b8644b0530!8m2!3d19.4526741!4d-99.1880262!16s%2Fg%2F11n0sfdb1n!19sChIJrY3JnXD50YURMAVLZLjBGDo
6,No website | No reviews,Fletes y Mudanzas CMS,Moving service," C. Gabino Barreda 24, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX",55 3146 6819,+525531466819,True,https://wa.me/525531466819,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Fletes+y+Mudanzas+CMS/data=!4m7!3m6!1s0x85d1f8c8da73556d:0x4e77fe2b2c99214f!8m2!3d19.4410871!4d-99.1629298!16s%2Fg%2F11f2wbkzc0!19sChIJbVVz2sj40YURTyGZLCv-d04
6,No website | No reviews,Mudanzas y fletes económicas,Moving service," C. Dr. José María Vértiz 625-local A, Narvarte Oriente, Benito Juárez, 03023 Ciudad de México, CDMX",55 1193 8992,+525511938992,True,https://wa.me/525511938992,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Mudanzas+y+fletes+econ%C3%B3micas/data=!4m7!3m6!1s0x85d1ff0ecf4459c5:0xbcbc70a7f5cf9bcf!8m2!3d19.3984768!4d-99.1510421!16s%2Fg%2F11w1k78_q3!19sChIJxVlEzw7_0YURz5vP9adwvLw
6,No website | No reviews,agencia de mudanzas economicas en la ciudad de mexico,Moving and storage service," Calz. Ignacio Zaragoza 200, 10 de Mayo, Venustiano Carranza, 15290 Ciudad de México, CDMX",55 6227 2517,+525562272517,True,https://wa.me/525562272517,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/agencia+de+mudanzas+economicas+en+la+ciudad+de+mexico/data=!4m7!3m6!1s0x85d1ff065c98df2b:0xf7f27316d5b8d12e!8m2!3d19.429995!4d-99.1144839!16s%2Fg%2F11gsg49rpf!19sChIJK9-YXAb_0YURLtG41RZz8vc
6,No website | No reviews,Fletes y mudanzas Tellez,Moving and storage service," Segunda cerrada, Calz México-Tacuba, Anáhuac I Secc., Anáhuac I Secc, Miguel Hidalgo, 11320 Ciudad de México, CDMX",55 7907 8109,+525579078109,True,https://wa.me/525579078109,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Fletes+y+mudanzas+Tellez/data=!4m7!3m6!1s0x85d1f91fae3202f3:0x4965c8eee9fc0eaf!8m2!3d19.4475513!4d-99.1707426!16s%2Fg%2F11pc9kp8cx!19sChIJ8wIyrh_50YURrw786e7IZUk
6,No website | No reviews,"Fletes y mudanzas ""EL NEGRO""",Moving service," cabomaltagm@gmail.com, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX",56 4821 0518,+525648210518,True,https://wa.me/525648210518,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Fletes+y+mudanzas+%22EL+NEGRO%22/data=!4m7!3m6!1s0x85d1ffe36a10f337:0x46a39088846d88f1!8m2!3d19.4157308!4d-99.1465896!16s%2Fg%2F11kc7y5qsc!19sChIJN_MQauP_0YUR8YhthIiQo0Y
6,No website | No reviews,Mudanzas y fletes económicas,Shipping service," Nicolás San Juan 552, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX",55 2352 4153,+525523524153,True,https://wa.me/525523524153,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Mudanzas+y+fletes+econ%C3%B3micas/data=!4m7!3m6!1s0x85d1ff97f41f63b5:0xc71ff2dbda4d02e6!8m2!3d19.3922981!4d-99.161138!16s%2Fg%2F11tg72p82h!19sChIJtWMf9Jf_0YUR5gJN2tvyH8c
6,No website | No reviews,Mudanzas Téllez,Moving service," Manuel María Contreras 19, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX",55 1854 8159,+525518548159,True,https://wa.me/525518548159,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Mudanzas+T%C3%A9llez/data=!4m7!3m6!1s0x85d1f9c0e5343ee1:0xbf867dcaf86889d3!8m2!3d19.4413578!4d-99.1643155!16s%2Fg%2F11p5mv9w97!19sChIJ4T405cD50YUR04lo-Mp9hr8
6,No website | No reviews,"Transportes Herrera Fletes y Mudanzas Locales y Foráneos, Envíos y Maniobras",Trucking company," Colonia Obrera, Cuauhtémoc, 06800 Mexico City",55 6071 3485,+525560713485,True,https://wa.me/525560713485,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,"https://www.google.com/maps/place/Transportes+Herrera+Fletes+y+Mudanzas+Locales+y+For%C3%A1neos,+Env%C3%ADos+y+Maniobras/data=!4m7!3m6!1s0x85d1ffbd9b6bc9f7:0xd349cd36c5a43a32!8m2!3d19.4140185!4d-99.1386681!16s%2Fg%2F11y45z7l11!19sChIJ98lrm73_0YURMjqkxTbNSdM"
6,No website | No reviews,Fletes y mudanzas economicas El Mai,Moving service," Chimalpopoca 50, Centro, Cuauhtémoc, 06080 Ciudad de México, CDMX",55 8409 6354,+525584096354,True,https://wa.me/525584096354,open,,,False,,,fletes y mudanzas,Ciudad de Mexico,2026-06-11,https://www.google.com/maps/place/Fletes+y+mudanzas+economicas+El+Mai/data=!4m7!3m6!1s0x85d1ff7824d4387b:0x67e31947233a9e97!8m2!3d19.4225246!4d-99.1403348!16s%2Fg%2F11twphwq05!19sChIJezjUJHj_0YURl546I0cZ42c
